Country,Continents,Type of Coffee,Year,Average of unit_price(/kg),Scale,Conversions_Numeric,converted_price(/kg)
El Salvador,Central America & Mexico,Arabica,2017,16.9375,Units,1,16.94
El Salvador,Central America & Mexico,Arabica,2018,1.646666667,Units,1,1.65
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1964,1.38,Units,2.500000002,0.55
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1965,1.3825,Units,2.500000002,0.55
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1966,1.35,Units,2.500000002,0.54
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1967,1.24,Units,2.500000002,0.50
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1968,1.255,Units,2.500000002,0.50
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1969,1.33,Units,2.500000002,0.53
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1970,1.6125,Units,2.500000002,0.64
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1971,1.3875,Units,2.493475001,0.56
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1972,1.4225,Units,2.299999999,0.62
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1973,1.510833333,Units,2.098749999,0.72
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1974,1.7775,Units,2.069999999,0.86
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1975,1.4725,Units,2.069999999,0.71
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1976,3.760833333,Units,2.069999999,1.82
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1977,3.219166667,Units,2.069999999,1.56
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1978,3.015833333,Units,2.069999999,1.46
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1979,2.918333333,Units,2.069999999,1.41
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1980,2.669166667,Units,2.069999999,1.29
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1981,2.493333333,Units,2.069999999,1.20
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1982,3.199166667,Units,2.069999999,1.55
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1983,2.103333333,Units,2.069999999,1.02
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1984,2.308333333,Units,2.07,1.12
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1985,2.53,Units,2.07,1.22
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1986,3.46,Units,2.07,1.67
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1987,2.045833333,Units,2.07,0.99
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1988,2.736666667,Units,2.07,1.32
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1989,2.4725,Units,2.07,1.19
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1990,2.79,Units,2.07,1.35
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1991,3.115833333,Units,2.07,1.51
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1992,3.715,Units,2.8025,1.33
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1993,6.809166667,Units,5,1.36
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1994,13.36916667,Units,5.465,2.45
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1995,15.56,Units,6.158333333,2.53
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1996,9.494166667,Units,6.351675,1.49
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1997,13.60583333,Units,6.709341667,2.03
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1998,14.8625,Units,7.115908333,2.09
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,1999,11.79083333,Units,7.94225,1.48
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,2000,10.2175,Units,8.217258333,1.24
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,2001,8.155833333,Units,8.457491667,0.96
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,2002,5.0775,Units,8.56775,0.59
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,2003,6.555,Units,8.599683333,0.76
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,2004,9.300833333,Units,8.635583333,1.08
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,2005,12.27166667,Units,8.666441667,1.42
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,2006,11.185,Units,8.698615833,1.29
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,2007,13.81916667,Units,8.96595,1.54
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,2008,15.1625,Units,9.599741667,1.58
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,2009,20.1675,Units,11.77759967,1.71
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,2010,27.39666667,Units,14.40958981,1.90
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,2011,54.16583333,Units,16.89922576,3.21
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,2012,40.00416667,Units,17.70476138,2.26
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,2013,30.0725,Units,18.62662896,1.61
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,2014,35.95416667,Units,19.58578991,1.84
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,2015,34.46833333,Units,20.57684875,1.68
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,2016,41.84333333,Units,21.73154722,1.93
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,2017,42.69666667,Units,23.86610446,1.79
"Ethiopia, The Federal Dem. Rep. of",Africa,Arabica,2018,42.73583333,Units,27.42938659,1.56
Gabon,Africa,Robusta,1966,50,Units,245.6784366,0.20
Gabon,Africa,Robusta,1967,50,Units,246.0009378,0.20
Gabon,Africa,Robusta,1968,50,Units,247.5646938,0.20
Gabon,Africa,Robusta,1969,50,Units,259.9605744,0.19
Gabon,Africa,Robusta,1970,50,Units,276.403137,0.18
Gabon,Africa,Robusta,1971,50,Units,275.3564567,0.18
Gabon,Africa,Robusta,1972,50,Units,252.0276275,0.20
Gabon,Africa,Robusta,1973,50,Units,222.8891831,0.22
Gabon,Africa,Robusta,1974,50,Units,240.7046676,0.21
Gabon,Africa,Robusta,1975,50,Units,214.3129003,0.23
Gabon,Africa,Robusta,1976,67.5,Units,238.9504943,0.28
Gabon,Africa,Robusta,1977,120,Units,245.6796866,0.49
Gabon,Africa,Robusta,1978,130,Units,225.6558602,0.58
Gabon,Africa,Robusta,1979,165,Units,212.7216443,0.78
Gabon,Africa,Robusta,1980,180,Units,211.2795554,0.85
Gabon,Africa,Robusta,1981,180,Units,271.7314526,0.66
Gabon,Africa,Robusta,1982,185,Units,328.6062527,0.56
Gabon,Africa,Robusta,1983,203.75,Units,381.066036,0.53
Gabon,Africa,Robusta,1984,223.75,Units,436.9566658,0.51
Gabon,Africa,Robusta,1985,252.5,Units,449.2629627,0.56
Gabon,Africa,Robusta,1986,260,Units,346.3059036,0.75
Gabon,Africa,Robusta,1987,260,Units,300.5365624,0.87
Gabon,Africa,Robusta,1988,260,Units,297.8482188,0.87
Gabon,Africa,Robusta,1989,227.5,Units,319.0082995,0.71
Gabon,Africa,Robusta,1990,130,Units,272.264788,0.48
Gabon,Africa,Robusta,1991,135,Units,282.1069088,0.48
Gabon,Africa,Robusta,1992,150,Units,264.6918008,0.57
Gabon,Africa,Robusta,1993,150,Units,283.1625795,0.53
Gabon,Africa,Robusta,1994,168.75,Units,555.2046957,0.30
Gabon,Africa,Robusta,1995,225,Units,499.1484259,0.45
Gabon,Africa,Robusta,1996,225,Units,511.5524303,0.44
Gabon,Africa,Robusta,1997,243.75,Units,583.6693724,0.42
Gabon,Africa,Robusta,1998,325,Units,589.9517746,0.55
Gabon,Africa,Robusta,1999,400,Units,615.4733493,0.65
Gabon,Africa,Robusta,2000,400,Units,710.207977,0.56
Gabon,Africa,Robusta,2001,387,Units,732.3976933,0.53
Gabon,Africa,Robusta,2002,348,Units,693.7132265,0.50
Gabon,Africa,Robusta,2009,450,Units,470.2934233,0.96
Gabon,Africa,Robusta,2010,450,Units,494.7942622,0.91
Gabon,Africa,Robusta,2011,462.5,Units,471.2486257,0.98
Gabon,Africa,Robusta,2012,500,Units,510.5563385,0.98
Gabon,Africa,Robusta,2013,500,Units,493.8996239,1.01
Gabon,Africa,Robusta,2014,500,Units,493.7573299,1.01
Gabon,Africa,Robusta,2015,500,Units,591.211698,0.85
Ghana,Africa,Robusta,1973,0.37,Units,,
Ghana,Africa,Robusta,1974,0.48,Units,,
Ghana,Africa,Robusta,1975,0.6225,Units,,
Ghana,Africa,Robusta,1976,0.92,Units,,
Ghana,Africa,Robusta,1977,1.148333333,Units,,
Ghana,Africa,Robusta,1978,1.5,Units,,
Ghana,Africa,Robusta,1979,3.5,Units,,
Ghana,Africa,Robusta,1980,3.5,Units,,
Ghana,Africa,Robusta,1981,4.7075,Units,,
Ghana,Africa,Robusta,1982,8.33,Units,,
Ghana,Africa,Robusta,1983,11.2475,Units,,
Ghana,Africa,Robusta,1984,26.66666667,Units,,
Ghana,Africa,Robusta,1985,48.82416667,Units,,
Ghana,Africa,Robusta,1986,82.25666667,Units,,
Ghana,Africa,Robusta,1987,122.99,Units,,
Ghana,Africa,Robusta,1988,160.88,Units,,
Ghana,Africa,Robusta,1989,197.4975,Units,,
Ghana,Africa,Robusta,1990,256.1375,Units,,
Ghana,Africa,Robusta,1991,274.375,Units,,
Ghana,Africa,Robusta,1992,286.4575,Units,,
Ghana,Africa,Robusta,1993,299.9975,Units,,
Ghana,Africa,Robusta,1994,543.75,Units,,
Ghana,Africa,Robusta,1995,2270.8325,Units,,
Ghana,Africa,Robusta,1996,2375,Units,,
Ghana,Africa,Robusta,1997,1838.194167,Units,,
Ghana,Africa,Robusta,1998,1964.790833,Units,,
Ghana,Africa,Robusta,1999,2298.61,Units,,
Ghana,Africa,Robusta,2000,2443.75,Units,,
Ghana,Africa,Robusta,2001,2371.5,Units,,
Ghana,Africa,Robusta,2002,2290.75,Units,,
Ghana,Africa,Robusta,2003,2003.805,Units,,
Ghana,Africa,Robusta,2004,1654.2275,Units,,
Ghana,Africa,Robusta,2005,1710.2575,Units,,
Ghana,Africa,Robusta,2006,1752.28,Units,,
Ghana,Africa,Robusta,2011,0.62,Units,1.520625,0.41
Ghana,Africa,Robusta,2012,0.7,Units,1.824866667,0.38
Ghana,Africa,Robusta,2013,0.92,Units,1.98135,0.46
Ghana,Africa,Robusta,2014,1.035,Units,2.896575,0.36
Ghana,Africa,Robusta,2015,1.95,Units,3.714641667,0.52
Ghana,Africa,Robusta,2016,3.3175,Units,3.909816667,0.85
Ghana,Africa,Robusta,2017,3.91,Units,4.350533333,0.90
Guatemala,Central America & Mexico,Arabica,1964,0.8,Units,1,0.80
Guatemala,Central America & Mexico,Arabica,1965,0.7825,Units,1,0.78
Guatemala,Central America & Mexico,Arabica,1966,0.7275,Units,1,0.73
Guatemala,Central America & Mexico,Arabica,1967,0.7175,Units,1,0.72
Guatemala,Central America & Mexico,Arabica,1968,0.7025,Units,1,0.70
Guatemala,Central America & Mexico,Arabica,1969,0.7175,Units,1,0.72
Guatemala,Central America & Mexico,Arabica,1970,0.8025,Units,1,0.80
Guatemala,Central America & Mexico,Arabica,1971,0.7175,Units,1,0.72
Guatemala,Central America & Mexico,Arabica,1972,0.785,Units,1,0.79
Guatemala,Central America & Mexico,Arabica,1973,1.020833333,Units,1,1.02
Guatemala,Central America & Mexico,Arabica,1974,1.029166667,Units,1,1.03
Guatemala,Central America & Mexico,Arabica,1975,1.003333333,Units,0.999999999,1.00
Guatemala,Central America & Mexico,Arabica,1976,1.605,Units,0.999999999,1.61
Guatemala,Central America & Mexico,Arabica,1977,2.596666667,Units,0.999999999,2.60
Guatemala,Central America & Mexico,Arabica,1978,2.175833333,Units,0.999999999,2.18
Guatemala,Central America & Mexico,Arabica,1979,1.981666667,Units,0.999999999,1.98
Guatemala,Central America & Mexico,Arabica,1980,2.168333333,Units,0.999999999,2.17
Guatemala,Central America & Mexico,Arabica,1981,1.814166667,Units,0.999999999,1.81
Guatemala,Central America & Mexico,Arabica,1982,1.9275,Units,0.999999999,1.93
Guatemala,Central America & Mexico,Arabica,1983,2.086666667,Units,0.999999999,2.09
Guatemala,Central America & Mexico,Arabica,1984,2.524166667,Units,1,2.52
Guatemala,Central America & Mexico,Arabica,1985,3.038333333,Units,1,3.04
Guatemala,Central America & Mexico,Arabica,1986,5.8025,Units,1.875,3.09
Guatemala,Central America & Mexico,Arabica,1987,4.670833333,Units,2.5,1.87
Guatemala,Central America & Mexico,Arabica,1988,4.691666667,Units,2.619583333,1.79
Guatemala,Central America & Mexico,Arabica,1989,4.421666667,Units,2.816116667,1.57
Guatemala,Central America & Mexico,Arabica,1990,5.415833333,Units,4.485758333,1.21
Guatemala,Central America & Mexico,Arabica,1991,6.389166667,Units,5.02888,1.27
Guatemala,Central America & Mexico,Arabica,1992,4.5875,Units,5.17063,0.89
Guatemala,Central America & Mexico,Arabica,1993,5.163333333,Units,5.6353625,0.92
Guatemala,Central America & Mexico,Arabica,1994,9.55,Units,5.751200833,1.66
Guatemala,Central America & Mexico,Arabica,1995,12.74333333,Units,5.8103425,2.19
Guatemala,Central America & Mexico,Arabica,1996,11.20833333,Units,6.0495125,1.85
Guatemala,Central America & Mexico,Arabica,1997,13.035,Units,6.065269167,2.15
Guatemala,Central America & Mexico,Arabica,1998,14.41583333,Units,6.394653333,2.25
Guatemala,Central America & Mexico,Arabica,1999,12.895,Units,7.38561,1.75
Guatemala,Central America & Mexico,Arabica,2000,12.07083333,Units,7.763159167,1.55
Guatemala,Central America & Mexico,Arabica,2001,7.854166667,Units,7.8585925,1.00
Guatemala,Central America & Mexico,Arabica,2002,8.573333333,Units,7.821645,1.10
Guatemala,Central America & Mexico,Arabica,2003,8.491666667,Units,7.940846667,1.07
Guatemala,Central America & Mexico,Arabica,2004,11.74166667,Units,7.946495833,1.48
Guatemala,Central America & Mexico,Arabica,2005,15.58916667,Units,7.633944167,2.04
Guatemala,Central America & Mexico,Arabica,2006,15.3175,Units,7.602630833,2.01
Guatemala,Central America & Mexico,Arabica,2007,16.66833333,Units,7.673304167,2.17
Guatemala,Central America & Mexico,Arabica,2008,18.53416667,Units,7.560028333,2.45
Guatemala,Central America & Mexico,Arabica,2009,19.77833333,Units,8.161555417,2.42
Guatemala,Central America & Mexico,Arabica,2010,25.75916667,Units,8.057770833,3.20
Guatemala,Central America & Mexico,Arabica,2011,36.52916667,Units,7.785418333,4.69
Guatemala,Central America & Mexico,Arabica,2012,28.71166667,Units,7.833605417,3.67
Guatemala,Central America & Mexico,Arabica,2013,22.0525,Units,7.85681375,2.81
Guatemala,Central America & Mexico,Arabica,2014,26.09833333,Units,7.732233333,3.38
Guatemala,Central America & Mexico,Arabica,2015,23.545,Units,7.654815,3.08
Guatemala,Central America & Mexico,Arabica,2016,22.745,Units,7.599937083,2.99
Guatemala,Central America & Mexico,Arabica,2017,21.77583333,Units,7.34793875,2.96
Guatemala,Central America & Mexico,Arabica,2018,19.905,Units,7.519164583,2.65
Guinea,Africa,Robusta,1973,17,Units,20.71609177,0.82
Guinea,Africa,Robusta,1974,17,Units,20.55627617,0.83
Guinea,Africa,Robusta,1975,17,Units,20.67326493,0.82
Guinea,Africa,Robusta,1976,17,Units,21.38195694,0.80
Guinea,Africa,Robusta,1977,29.75,Units,21.14448267,1.41
Guinea,Africa,Robusta,1978,34,Units,19.72354076,1.72
Guinea,Africa,Robusta,1979,42.33333333,Units,19.10701332,2.22
Guinea,Africa,Robusta,1980,40.75,Units,18.96889304,2.15
Guinea,Africa,Robusta,1981,40,Units,20.94811712,1.91
Guinea,Africa,Robusta,1982,40,Units,22.36602852,1.79
Guinea,Africa,Robusta,1983,44.58333333,Units,23.09518398,1.93
Guinea,Africa,Robusta,1984,50.83333333,Units,24.0899437,2.11
Guinea,Africa,Robusta,1985,70,Units,24.33309879,2.88
Guinea,Africa,Robusta,1986,412.5,Units,333.4525,1.24
Guinea,Africa,Robusta,1987,462.5,Units,428.4025,1.08
Guinea,Africa,Robusta,1988,500,Units,474.3958333,1.05
Guinea,Africa,Robusta,1989,500,Units,591.6458333,0.85
Guinea,Africa,Robusta,1990,500,Units,660.1666667,0.76
Guinea,Africa,Robusta,1991,500,Units,753.8580833,0.66
Guinea,Africa,Robusta,1992,470.8333333,Units,902.0013333,0.52
Guinea,Africa,Robusta,1993,579.1666667,Units,955.4903333,0.61
Guinea,Africa,Robusta,1994,1320.833333,Units,976.6364167,1.35
Guinea,Africa,Robusta,1995,2000,Units,991.4115,2.02
Haiti,Central America & Mexico,Arabica,1973,3.0575,Units,5.000008446,0.61
Haiti,Central America & Mexico,Arabica,1974,3.26,Units,5.000004146,0.65
Haiti,Central America & Mexico,Arabica,1975,2.306666667,Units,4.999999999,0.46
Haiti,Central America & Mexico,Arabica,1976,6.971666667,Units,4.999999999,1.39
Haiti,Central America & Mexico,Arabica,1977,10.255,Units,4.999999999,2.05
Haiti,Central America & Mexico,Arabica,1978,6.786666667,Units,4.999999999,1.36
Haiti,Central America & Mexico,Arabica,1979,8.670833333,Units,4.999999999,1.73
Haiti,Central America & Mexico,Arabica,1980,7.561666667,Units,4.999999999,1.51
Haiti,Central America & Mexico,Arabica,1981,5.804166667,Units,4.999999999,1.16
Haiti,Central America & Mexico,Arabica,1982,6.070833333,Units,4.999999999,1.21
Haiti,Central America & Mexico,Arabica,1983,5.7125,Units,4.999999999,1.14
Haiti,Central America & Mexico,Arabica,1984,8.0025,Units,5,1.60
Haiti,Central America & Mexico,Arabica,1985,7.456666667,Units,5,1.49
Haiti,Central America & Mexico,Arabica,1986,5.819166667,Units,5,1.16
Haiti,Central America & Mexico,Arabica,1987,6.824166667,Units,5,1.36
Haiti,Central America & Mexico,Arabica,1988,8.875,Units,5,1.78
Haiti,Central America & Mexico,Arabica,1989,7.883333333,Units,5,1.58
Haiti,Central America & Mexico,Arabica,1990,4.550833333,Units,5,0.91
Haiti,Central America & Mexico,Arabica,1991,3.010833333,Units,6.034166667,0.50
Haiti,Central America & Mexico,Arabica,1992,1.878333333,Units,9.801666667,0.19
Haiti,Central America & Mexico,Arabica,1993,4.090833333,Units,12.8225,0.32
Haiti,Central America & Mexico,Arabica,1994,8.478333333,Units,15.04,0.56
Haiti,Central America & Mexico,Arabica,1995,11.969,Units,15.10973333,0.79
Haiti,Central America & Mexico,Arabica,1996,9.855,Units,15.70115,0.63
Haiti,Central America & Mexico,Arabica,1997,10.78916667,Units,16.6545,0.65
Haiti,Central America & Mexico,Arabica,1998,11.825,Units,16.76566667,0.71
Haiti,Central America & Mexico,Arabica,1999,8.55,Units,16.93789167,0.50
Haiti,Central America & Mexico,Arabica,2000,9.65,Units,21.17066667,0.46
Honduras,Central America & Mexico,Arabica,1973,1.63,Units,2.000000768,0.81
Honduras,Central America & Mexico,Arabica,1974,2.22,Units,2,1.11
Honduras,Central America & Mexico,Arabica,1975,1.72,Units,2,0.86
Honduras,Central America & Mexico,Arabica,1976,6.1875,Units,2,3.09
Honduras,Central America & Mexico,Arabica,1977,7.445833333,Units,2,3.72
Honduras,Central America & Mexico,Arabica,1978,4.5075,Units,2,2.25
Honduras,Central America & Mexico,Arabica,1979,4.556666667,Units,2,2.28
Honduras,Central America & Mexico,Arabica,1980,4.1825,Units,2,2.09
Honduras,Central America & Mexico,Arabica,1981,3.080833333,Units,2,1.54
Honduras,Central America & Mexico,Arabica,1982,3.019166667,Units,2,1.51
Honduras,Central America & Mexico,Arabica,1983,2.301666667,Units,2,1.15
Honduras,Central America & Mexico,Arabica,1984,3.305833333,Units,2,1.65
Honduras,Central America & Mexico,Arabica,1985,3.230833333,Units,2,1.62
Honduras,Central America & Mexico,Arabica,1986,5.376666667,Units,2,2.69
Honduras,Central America & Mexico,Arabica,1987,3.0375,Units,2,1.52
Honduras,Central America & Mexico,Arabica,1988,3.869166667,Units,2,1.93
Honduras,Central America & Mexico,Arabica,1989,3.623333333,Units,2,1.81
Honduras,Central America & Mexico,Arabica,1990,5.32,Units,,
Honduras,Central America & Mexico,Arabica,1991,6.758333333,Units,,
Honduras,Central America & Mexico,Arabica,1992,4.869166667,Units,,
Honduras,Central America & Mexico,Arabica,1993,5.348333333,Units,,
Honduras,Central America & Mexico,Arabica,1994,15.5975,Units,,
Honduras,Central America & Mexico,Arabica,1995,21.05666667,Units,,
Honduras,Central America & Mexico,Arabica,1996,17.3875,Units,,
Honduras,Central America & Mexico,Arabica,1997,33.6425,Units,,
Honduras,Central America & Mexico,Arabica,1998,27.48833333,Units,,
Honduras,Central America & Mexico,Arabica,1999,19.2625,Units,,
Honduras,Central America & Mexico,Arabica,2000,17.75666667,Units,14.840625,1.20
Honduras,Central America & Mexico,Arabica,2001,11.7175,Units,15.476825,0.76
Honduras,Central America & Mexico,Arabica,2002,13.45333333,Units,16.43705833,0.82
Honduras,Central America & Mexico,Arabica,2003,15.9875,Units,17.35249167,0.92
Honduras,Central America & Mexico,Arabica,2004,20.21666667,Units,18.209725,1.11
Honduras,Central America & Mexico,Arabica,2005,32.74,Units,18.83234167,1.74
Honduras,Central America & Mexico,Arabica,2006,33.73916667,Units,18.89520833,1.79
Honduras,Central America & Mexico,Arabica,2007,34.07916667,Units,18.8951,1.80
Honduras,Central America & Mexico,Arabica,2008,41.26363636,Units,18.90375833,2.18
Honduras,Central America & Mexico,Arabica,2009,38.12727273,Units,18.8951,2.02
Honduras,Central America & Mexico,Arabica,2010,52.25083333,Units,18.8951,2.77
Honduras,Central America & Mexico,Arabica,2011,83.56818182,Units,18.91714167,4.42
Honduras,Central America & Mexico,Arabica,2012,60.65166667,Units,19.50224951,3.11
Honduras,Central America & Mexico,Arabica,2013,45.74,Units,20.35377917,2.25
Honduras,Central America & Mexico,Arabica,2014,55.215,Units,20.98715833,2.63
Honduras,Central America & Mexico,Arabica,2015,53.7575,Units,21.945175,2.45
Honduras,Central America & Mexico,Arabica,2016,47.04666667,Units,22.83501839,2.06
Honduras,Central America & Mexico,Arabica,2017,47.10166667,Units,23.48708394,2.01
Honduras,Central America & Mexico,Arabica,2018,44.35583333,Units,23.90272829,1.86
India,Asia & Oceania,Arabica,1973,7.7525,Units,7.742038562,1.00
India,Asia & Oceania,Arabica,1974,9.28,Units,8.101603227,1.15
India,Asia & Oceania,Arabica,1975,9.7575,Units,8.375891946,1.16
India,Asia & Oceania,Arabica,1976,15.22,Units,8.960412728,1.70
India,Asia & Oceania,Arabica,1977,19.18,Units,8.738576171,2.19
India,Asia & Oceania,Arabica,1978,15.295,Units,8.192840348,1.87
India,Asia & Oceania,Arabica,1979,16.48,Units,8.125790946,2.03
India,Asia & Oceania,Arabica,1980,17.2375,Units,7.862944701,2.19
India,Asia & Oceania,Arabica,1981,16.065,Units,8.658522817,1.86
India,Asia & Oceania,Arabica,1982,16.6425,Units,9.455131933,1.76
India,Asia & Oceania,Arabica,1983,15.7525,Units,10.09889824,1.56
India,Asia & Oceania,Arabica,1984,17.635,Units,11.36258333,1.55
India,Asia & Oceania,Arabica,1985,21.9175,Units,12.36875,1.77
India,Asia & Oceania,Arabica,1986,26.3925,Units,12.61083333,2.09
India,Asia & Oceania,Arabica,1987,22.2175,Units,12.9615,1.71
India,Asia & Oceania,Arabica,1988,27.1525,Units,13.91708333,1.95
India,Asia & Oceania,Arabica,1989,24.6425,Units,16.2255,1.52
India,Asia & Oceania,Arabica,1990,25.7975,Units,17.5035,1.47
India,Asia & Oceania,Arabica,1991,30.1925,Units,22.74243333,1.33
India,Asia & Oceania,Arabica,1992,30.825,Units,25.91808333,1.19
India,Asia & Oceania,Arabica,1993,38.85,Units,30.49329167,1.27
India,Asia & Oceania,Arabica,1994,54.225,Units,31.3737425,1.73
India,Asia & Oceania,Arabica,1995,60.58333333,Units,32.42707667,1.87
India,Asia & Oceania,Arabica,1996,61.07833333,Units,35.43317333,1.72
India,Asia & Oceania,Arabica,1997,104.4133333,Units,36.31328583,2.88
India,Asia & Oceania,Arabica,1998,89.86833333,Units,41.259365,2.18
India,Asia & Oceania,Arabica,1999,63.99166667,Units,43.05542833,1.49
India,Asia & Oceania,Arabica,2000,63,Units,44.941605,1.40
India,Asia & Oceania,Arabica,2001,45.54833333,Units,47.18641417,0.97
India,Asia & Oceania,Arabica,2002,42.445,Units,48.61031917,0.87
India,Asia & Oceania,Arabica,2003,44.65333333,Units,46.58328417,0.96
India,Asia & Oceania,Arabica,2004,58.18333333,Units,45.31646667,1.28
India,Asia & Oceania,Arabica,2005,93.71666667,Units,44.099975,2.13
India,Asia & Oceania,Arabica,2006,95.65833333,Units,45.30700833,2.11
India,Asia & Oceania,Arabica,2007,98.43333333,Units,41.34853333,2.38
India,Asia & Oceania,Arabica,2008,116.1816667,Units,43.50518333,2.67
India,Asia & Oceania,Arabica,2009,145.7583333,Units,48.40526667,3.01
India,Asia & Oceania,Arabica,2010,152.205,Units,45.72581212,3.33
India,Asia & Oceania,Arabica,2011,234.445,Units,46.67046667,5.02
India,Asia & Oceania,Arabica,2012,189.945,Units,53.43723333,3.55
India,Asia & Oceania,Arabica,2013,150.1916667,Units,58.59784542,2.56
India,Asia & Oceania,Arabica,2014,236.1316667,Units,61.02951446,3.87
India,Asia & Oceania,Arabica,2015,221.5216667,Units,64.15194446,3.45
India,Asia & Oceania,Arabica,2016,195.8533333,Units,67.19531281,2.91
India,Asia & Oceania,Arabica,2017,195.0483333,Units,65.12156865,3.00
India,Asia & Oceania,Arabica,2018,165.305,Units,68.38946709,2.42
India,Asia & Oceania,Robusta,1985,20.76,Units,12.36875,1.68
India,Asia & Oceania,Robusta,1986,19.8825,Units,12.61083333,1.58
India,Asia & Oceania,Robusta,1987,18.0225,Units,12.9615,1.39
India,Asia & Oceania,Robusta,1988,19.405,Units,13.91708333,1.39
India,Asia & Oceania,Robusta,1989,16.52,Units,16.2255,1.02
India,Asia & Oceania,Robusta,1990,17.13,Units,17.5035,0.98
India,Asia & Oceania,Robusta,1991,20.025,Units,22.74243333,0.88
India,Asia & Oceania,Robusta,1992,22.72,Units,25.91808333,0.88
India,Asia & Oceania,Robusta,1993,29.65,Units,30.49329167,0.97
India,Asia & Oceania,Robusta,1994,39.05,Units,31.3737425,1.24
India,Asia & Oceania,Robusta,1995,47.525,Units,32.42707667,1.47
India,Asia & Oceania,Robusta,1996,44.19166667,Units,35.43317333,1.25
India,Asia & Oceania,Robusta,1997,61.33333333,Units,36.31328583,1.69
India,Asia & Oceania,Robusta,1998,68.68166667,Units,41.259365,1.66
India,Asia & Oceania,Robusta,1999,54.65166667,Units,43.05542833,1.27
India,Asia & Oceania,Robusta,2000,35.49833333,Units,44.941605,0.79
India,Asia & Oceania,Robusta,2001,24.36833333,Units,47.18641417,0.52
India,Asia & Oceania,Robusta,2002,23.65,Units,48.61031917,0.49
India,Asia & Oceania,Robusta,2003,29.385,Units,46.58328417,0.63
India,Asia & Oceania,Robusta,2004,30.75833333,Units,45.31646667,0.68
India,Asia & Oceania,Robusta,2005,50.95,Units,44.099975,1.16
India,Asia & Oceania,Robusta,2006,61.29166667,Units,45.30700833,1.35
India,Asia & Oceania,Robusta,2007,72.09166667,Units,41.34853333,1.74
India,Asia & Oceania,Robusta,2008,91.70833333,Units,43.50518333,2.11
India,Asia & Oceania,Robusta,2009,78.02666667,Units,48.40526667,1.61
India,Asia & Oceania,Robusta,2010,78.59833333,Units,45.72581212,1.72
