Country,Continents,Type of Coffee,Year,Average of unit_price(/kg),Scale,Conversions_Numeric,converted_price(/kg)
"Venezuela, Rep. Bolivariana de",South America,Arabica,1970,3.66,Units,0.0044,831.82
"Venezuela, Rep. Bolivariana de",South America,Arabica,1971,3.66,Units,0.0044,831.82
"Venezuela, Rep. Bolivariana de",South America,Arabica,1972,3.66,Units,0.0043,851.16
"Venezuela, Rep. Bolivariana de",South America,Arabica,1973,4.62,Units,0.0043,1074.42
"Venezuela, Rep. Bolivariana de",South America,Arabica,1974,5.5275,Units,0.0043,1285.47
"Venezuela, Rep. Bolivariana de",South America,Arabica,1975,6.32,Units,0.0043,1469.77
"Venezuela, Rep. Bolivariana de",South America,Arabica,1976,6.32,Units,0.0043,1469.77
"Venezuela, Rep. Bolivariana de",South America,Arabica,1977,12.55583333,Units,0.0043,2919.96
"Venezuela, Rep. Bolivariana de",South America,Arabica,1978,13.62,Units,0.0043,3167.44
"Venezuela, Rep. Bolivariana de",South America,Arabica,1979,13.62,Units,0.0043,3167.44
"Venezuela, Rep. Bolivariana de",South America,Arabica,1980,16.51916667,Units,0.0043,3841.67
"Venezuela, Rep. Bolivariana de",South America,Arabica,1981,17.43,Units,0.0043,4053.49
"Venezuela, Rep. Bolivariana de",South America,Arabica,1982,17.43,Units,0.0043,4053.49
"Venezuela, Rep. Bolivariana de",South America,Arabica,1983,17.43,Units,0.0043,4053.49
"Venezuela, Rep. Bolivariana de",South America,Arabica,1984,17.43,Units,0.007016667,2484.09
"Venezuela, Rep. Bolivariana de",South America,Arabica,1985,18.25416667,Units,0.0075,2433.89
"Venezuela, Rep. Bolivariana de",South America,Arabica,1986,23.75,Units,0.008083333,2938.14
"Venezuela, Rep. Bolivariana de",South America,Arabica,1987,26.01,Units,0.0145,1793.79
"Venezuela, Rep. Bolivariana de",South America,Arabica,1988,37.255,Units,0.0145,2569.31
"Venezuela, Rep. Bolivariana de",South America,Arabica,1989,50.65,Units,0.034691667,1460.00
"Venezuela, Rep. Bolivariana de",South America,Arabica,1990,57.97,Units,0.046891667,1236.25
"Venezuela, Rep. Bolivariana de",South America,Arabica,1991,79.93,Units,0.056825,1406.60
"Venezuela, Rep. Bolivariana de",South America,Arabica,1992,79.93,Units,0.068383333,1168.85
"Venezuela, Rep. Bolivariana de",South America,Arabica,1993,86.69333333,Units,0.090841667,954.33
"Venezuela, Rep. Bolivariana de",South America,Arabica,1994,198.81,Units,0.146858333,1353.75
"Venezuela, Rep. Bolivariana de",South America,Arabica,1995,508.3733333,Units,0.176841667,2874.74
"Venezuela, Rep. Bolivariana de",South America,Arabica,1996,821.1333333,Units,0.41735,1967.49
"Venezuela, Rep. Bolivariana de",South America,Arabica,1997,1908.3425,Units,0.488633333,3905.47
"Venezuela, Rep. Bolivariana de",South America,Arabica,1998,1294.235,Units,0.547566667,2363.61
"Venezuela, Rep. Bolivariana de",South America,Arabica,1999,1047.978333,Units,0.605725,1730.12
"Venezuela, Rep. Bolivariana de",South America,Arabica,2000,1472.594444,Units,0.679966667,2165.69
Vietnam,Asia & Oceania,Arabica,2012,38784.8,Units,20828,1.86
Vietnam,Asia & Oceania,Robusta,1980,1.6,Units,,
Vietnam,Asia & Oceania,Robusta,1981,2,Units,,
Vietnam,Asia & Oceania,Robusta,1982,3.85,Units,,
Vietnam,Asia & Oceania,Robusta,1983,7.545,Units,1.001770923,7.53
Vietnam,Asia & Oceania,Robusta,1984,16.2875,Units,,
Vietnam,Asia & Oceania,Robusta,1985,71.915,Units,,
Vietnam,Asia & Oceania,Robusta,1986,1080.4225,Units,22.93672826,47.10
Vietnam,Asia & Oceania,Robusta,1987,3825,Units,78.95331572,48.45
Vietnam,Asia & Oceania,Robusta,1988,4350,Units,611.646087,7.11
Vietnam,Asia & Oceania,Robusta,1989,4800,Units,4501.686529,1.07
Vietnam,Asia & Oceania,Robusta,1990,5225,Units,6537.604686,0.80
Vietnam,Asia & Oceania,Robusta,1991,6750,Units,10121.89323,0.67
Vietnam,Asia & Oceania,Robusta,1992,7575,Units,11202.19167,0.68
Vietnam,Asia & Oceania,Robusta,1993,8104.166667,Units,10640.95833,0.76
Vietnam,Asia & Oceania,Robusta,1994,20825,Units,10965.66667,1.90
Vietnam,Asia & Oceania,Robusta,1995,23166.66667,Units,11038.25,2.10
Vietnam,Asia & Oceania,Robusta,1996,13958.33333,Units,11032.58333,1.27
Vietnam,Asia & Oceania,Robusta,1997,14481.66667,Units,11683.33333,1.24
Vietnam,Asia & Oceania,Robusta,1998,19225,Units,13268,1.45
Vietnam,Asia & Oceania,Robusta,1999,15575,Units,13943.16667,1.12
Vietnam,Asia & Oceania,Robusta,2000,8275,Units,14167.75,0.58
Vietnam,Asia & Oceania,Robusta,2001,4900,Units,14725.16667,0.33
Vietnam,Asia & Oceania,Robusta,2002,6116.666667,Units,15279.5,0.40
Vietnam,Asia & Oceania,Robusta,2003,9550,Units,15509.58333,0.62
Vietnam,Asia & Oceania,Robusta,2004,9025,Units,15746,0.57
Vietnam,Asia & Oceania,Robusta,2005,12520,Units,15858.91667,0.79
Vietnam,Asia & Oceania,Robusta,2006,19225,Units,15994.25,1.20
Vietnam,Asia & Oceania,Robusta,2007,25266.66667,Units,16105.125,1.57
Vietnam,Asia & Oceania,Robusta,2008,32008.33333,Units,16302.25,1.96
Vietnam,Asia & Oceania,Robusta,2009,24641.66667,Units,17065.08333,1.44
Vietnam,Asia & Oceania,Robusta,2010,27608.33333,Units,18612.91667,1.48
Vietnam,Asia & Oceania,Robusta,2011,44591.66667,Units,20509.75,2.17
Vietnam,Asia & Oceania,Robusta,2012,40391.66667,Units,20828,1.94
Vietnam,Asia & Oceania,Robusta,2013,41433.33333,Units,20933.41667,1.98
Zambia,Africa,Arabica,1975,0.673333333,Units,0.00064323,1046.80
Zambia,Africa,Arabica,1976,0.9,Units,0.000700984,1283.91
Zambia,Africa,Arabica,1977,1.18,Units,0.000789728,1494.19
Zambia,Africa,Arabica,1978,1.6,Units,0.000800667,1998.33
Zambia,Africa,Arabica,1979,1.6,Units,0.000793333,2016.81
Zambia,Africa,Arabica,1980,1.6,Units,0.000788667,2028.74
Zambia,Africa,Arabica,1981,1.6,Units,0.000869583,1839.96
Zambia,Africa,Arabica,1982,2.08,Units,0.00092875,2239.57
Zambia,Africa,Arabica,1983,2.08,Units,0.001259,1652.10
Zambia,Africa,Arabica,1984,3.04,Units,0.001813188,1676.60
Zambia,Africa,Arabica,1985,3.35,Units,0.003139642,1067.00
Zambia,Africa,Arabica,1986,2.7,Units,0.007788449,346.67
Zambia,Africa,Arabica,1987,4.85,Units,0.009519475,509.48
Zambia,Africa,Arabica,1988,8.5,Units,0.008266025,1028.31
Zambia,Africa,Arabica,1989,20.2,Units,0.013813696,1462.32
Zambia,Africa,Arabica,1990,63.08,Units,0.030289108,2082.60
Zambia,Africa,Arabica,1991,95.88,Units,0.064639708,1483.30
Zambia,Africa,Arabica,1992,128,Units,0.172213783,743.26
Zambia,Africa,Arabica,1993,581.884,Units,0.452762667,1285.19
Zambia,Africa,Arabica,1994,1554.206,Units,0.669370622,2321.89
Zambia,Africa,Arabica,1995,2335.222857,Units,0.864119167,2702.43
Zambia,Africa,Arabica,1996,2589.157,Units,1.2079,2143.52
Zambia,Africa,Arabica,1997,3870.597273,Units,1.3144975,2944.55
Zambia,Africa,Arabica,1998,5870.422727,Units,1.862069167,3152.63
Zambia,Africa,Arabica,1999,6286.8875,Units,2.388019167,2632.68
Zambia,Africa,Arabica,2000,6222.914167,Units,3.110844167,2000.39
Zambia,Africa,Arabica,2001,5228.079167,Units,3.610935,1447.85
Zambia,Africa,Arabica,2002,5763.874167,Units,4.398595,1310.39
Zambia,Africa,Arabica,2003,5528.6475,Units,4.733271046,1168.04
Zambia,Africa,Arabica,2004,6792.864167,Units,4.778875386,1421.44
Zambia,Africa,Arabica,2005,8543.711667,Units,4.465,1913.49
Zambia,Africa,Arabica,2006,8018.710833,Units,3.601666667,2226.39
Zambia,Africa,Arabica,2007,9407.2475,Units,4.001666667,2350.83
Zambia,Africa,Arabica,2008,10344.35,Units,3.745,2762.18
Zambia,Africa,Arabica,2009,13919.96636,Units,5.045,2759.16
Zambia,Africa,Arabica,2010,15127.383,Units,4.7975,3153.18
Zambia,Africa,Arabica,2011,17775.36333,Units,4.861666667,3656.23
Zimbabwe,Africa,Arabica,1975,1.01,Units,0.000570764,1769.56
Zimbabwe,Africa,Arabica,1976,2.0375,Units,0.000626077,3254.39
Zimbabwe,Africa,Arabica,1977,2.395,Units,0.000629064,3807.25
Zimbabwe,Africa,Arabica,1978,1.725,Units,0.000674824,2556.22
Zimbabwe,Africa,Arabica,1979,2.475,Units,0.000680497,3637.05
Zimbabwe,Africa,Arabica,1980,2.8075,Units,0.000645291,4350.75
Zimbabwe,Africa,Arabica,1981,1.8425,Units,0.000690976,2666.52
Zimbabwe,Africa,Arabica,1982,1.6175,Units,0.000759946,2128.44
Zimbabwe,Africa,Arabica,1983,2.19,Units,0.001014234,2159.26
Zimbabwe,Africa,Arabica,1984,2.2425,Units,0.001258937,1781.26
Zimbabwe,Africa,Arabica,1985,3.7,Units,0.001615516,2290.29
Zimbabwe,Africa,Arabica,1986,4.05,Units,0.001668476,2427.36
Zimbabwe,Africa,Arabica,1987,3.0475,Units,0.001663462,1832.02
Zimbabwe,Africa,Arabica,1988,3.4425,Units,0.001807734,1904.32
Zimbabwe,Africa,Arabica,1989,3.2075,Units,0.00212134,1512.02
Zimbabwe,Africa,Arabica,1990,3.8375,Units,0.002454518,1563.44
Zimbabwe,Africa,Arabica,1991,6.815,Units,0.003625489,1879.75
Zimbabwe,Africa,Arabica,1992,5.3725,Units,0.005104267,1052.55
Zimbabwe,Africa,Arabica,1993,4.59,Units,0.006490494,707.19
Zimbabwe,Africa,Arabica,1995,5.376666667,Units,0.008675219,619.77
Zimbabwe,Africa,Arabica,1996,3.128,Units,0.010013713,312.37
Zimbabwe,Africa,Arabica,1997,30.53142857,Units,0.012125047,2518.05
Zimbabwe,Africa,Arabica,1998,51,Units,0.023706013,2151.35
