,Unnamed: 0,Country,Continents,Unit,Country_Code,Weight,Type,Type of Coffee,Date,Price,unit_price(/kg)
227399,227399,Panama,Central America & Mexico,SQ,PAB,1,G,Arabica,Oct-1994,100.0,2.18
227400,227400,Trinidad & Tobago,Central America & Mexico,lb,TTD,1,G,Robusta,Oct-1994,3.8,8.44
227401,227401,Bolivia (Plurinational State of),South America,SQ,BOB,1,P,Arabica,Oct-1994,262.5,5.72
227402,227402,Brazil,South America,kg,BRL,60,G,Arabica,Oct-1994,166.97,2.78
227403,227403,Brazil,South America,kg,BRL,60,G,Robusta,Oct-1994,133.77,2.23
227404,227404,Colombia,South America,kg,COP,125,P,Arabica,Oct-1994,207500.0,1660.0
227405,227405,Ecuador,South America,SQ,ECS,1,G,Arabica,Oct-1994,238565.0,5197.49
227406,227406,Ecuador,South America,SQ,ECS,1,G,Robusta,Oct-1994,202121.48,4403.52
227407,227407,Peru,South America,kg,PEN,1,P,Arabica,Oct-1994,4.88,4.88
227408,227408,Venezuela,South America,SQ,VEB,1,G,Arabica,Oct-1994,22701.0,494.58
227947,227947,Angola,Africa,kg,ANK,1,D,Robusta,Nov-1994,53000.0,53000.0
227949,227949,Burundi,Africa,kg,BIF,1,P,Arabica,Nov-1994,275.0,275.0
227950,227950,Burundi,Africa,kg,BIF,1,P,Robusta,Nov-1994,186.0,186.0
227951,227951,Cameroon,Africa,kg,XAF,1,G,Arabica,Nov-1994,1000.0,1000.0
227952,227952,Cameroon,Africa,kg,XAF,1,G,Robusta,Nov-1994,600.0,600.0
227953,227953,Central African Republic,Africa,kg,XAF,1,G,Robusta,Nov-1994,400.0,400.0
227954,227954,Congo,Africa,kg,XAF,1,G,Robusta,Nov-1994,100.0,100.0
227955,227955,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Nov-1994,530.0,530.0
227956,227956,Ethiopia,Africa,kg,ETB,17,G,Arabica,Nov-1994,220.54,12.97
227957,227957,Gabon,Africa,kg,XAF,1,D,Robusta,Nov-1994,225.0,225.0
227958,227958,Ghana,Africa,kg,GHC,60,G,Robusta,Nov-1994,67500.0,1125.0
227959,227959,Guinea,Africa,kg,GNF,1,G,Robusta,Nov-1994,1750.0,1750.0
227960,227960,Kenya,Africa,kg,KES,50,G,Arabica,Nov-1994,7303.8,146.08
227962,227962,Madagascar,Africa,kg,MGF,1,G,Robusta,Nov-1994,3200.0,3200.0
227963,227963,Malawi,Africa,kg,MWK,1,G,Arabica,Nov-1994,40.19,40.19
227965,227965,Rwanda,Africa,kg,RWF,1,P,Arabica,Nov-1994,125.0,125.0
227966,227966,Tanzania,Africa,kg,TZS,1,P,Arabica,Nov-1994,878.71,878.71
227967,227967,Tanzania,Africa,kg,TZS,1,P,Robusta,Nov-1994,355.0,355.0
227968,227968,Togo,Africa,kg,XAF,1,G,Robusta,Nov-1994,650.0,650.0
227969,227969,Uganda,Africa,kg,UGX,1,G,Arabica,Nov-1994,2100.0,2100.0
227970,227970,Uganda,Africa,kg,UGX,1,G,Robusta,Nov-1994,1375.0,1375.0
227971,227971,Zambia,Africa,kg,ZMK,1,G,Arabica,Nov-1994,1173.44,1173.44
227973,227973,India,Asia & Oceania,kg,INR,50,G,Arabica,Nov-1994,3870.0,77.4
227974,227974,India,Asia & Oceania,kg,INR,50,G,Robusta,Nov-1994,2485.0,49.7
227975,227975,Indonesia,Asia & Oceania,kg,IDR,1,G,Arabica,Nov-1994,9836.0,9836.0
227976,227976,Indonesia,Asia & Oceania,kg,IDR,1,G,Robusta,Nov-1994,5846.0,5846.0
227977,227977,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Nov-1994,3.88,3.88
227978,227978,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Nov-1994,2.61,2.61
227979,227979,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Nov-1994,82.57,82.57
227980,227980,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Nov-1994,77.11,77.11
227981,227981,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Arabica,Nov-1994,110.12,110.12
227982,227982,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Robusta,Nov-1994,110.12,110.12
227984,227984,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Nov-1994,27500.0,27500.0
227985,227985,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Nov-1994,15673.69,341.47
227986,227986,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Nov-1994,8.8,0.7
227987,227987,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Nov-1994,1853.28,40.38
227988,227988,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Nov-1994,1099.67,23.96
227989,227989,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Nov-1994,542.7,11.82
227990,227990,Haiti,Central America & Mexico,kg,HTG,1,G,Arabica,Nov-1994,11.0,11.0
227991,227991,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Nov-1994,1116.08,24.32
227992,227992,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Nov-1994,800.0,29.63
227993,227993,Mexico,Central America & Mexico,SQ,MXN,1,P,Arabica,Nov-1994,611.8,13.33
227995,227995,Panama,Central America & Mexico,SQ,PAB,1,G,Arabica,Nov-1994,100.0,2.18
227996,227996,Trinidad & Tobago,Central America & Mexico,lb,TTD,1,G,Robusta,Nov-1994,3.8,8.44
227997,227997,Bolivia (Plurinational State of),South America,SQ,BOB,1,P,Arabica,Nov-1994,232.5,5.07
227998,227998,Brazil,South America,kg,BRL,60,G,Arabica,Nov-1994,158.69,2.64
227999,227999,Brazil,South America,kg,BRL,60,G,Robusta,Nov-1994,123.97,2.07
228000,228000,Colombia,South America,kg,COP,125,P,Arabica,Nov-1994,204562.0,1636.5
228001,228001,Ecuador,South America,SQ,ECS,1,G,Arabica,Nov-1994,231933.27,5053.01
228002,228002,Ecuador,South America,SQ,ECS,1,G,Robusta,Nov-1994,196312.27,4276.96
228003,228003,Peru,South America,kg,PEN,1,P,Arabica,Nov-1994,3.53,3.53
228004,228004,Venezuela,South America,SQ,VEB,1,G,Arabica,Nov-1994,22701.0,494.58
228543,228543,Angola,Africa,kg,ANK,1,D,Robusta,Dec-1994,53000.0,53000.0
228545,228545,Burundi,Africa,kg,BIF,1,P,Arabica,Dec-1994,275.0,275.0
228546,228546,Burundi,Africa,kg,BIF,1,P,Robusta,Dec-1994,186.0,186.0
228547,228547,Cameroon,Africa,kg,XAF,1,G,Arabica,Dec-1994,1100.0,1100.0
228548,228548,Cameroon,Africa,kg,XAF,1,G,Robusta,Dec-1994,700.0,700.0
228549,228549,Central African Republic,Africa,kg,XAF,1,G,Robusta,Dec-1994,400.0,400.0
228550,228550,Congo,Africa,kg,XAF,1,G,Robusta,Dec-1994,100.0,100.0
228551,228551,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Dec-1994,530.0,530.0
228552,228552,Ethiopia,Africa,kg,ETB,17,G,Arabica,Dec-1994,265.5,15.62
228553,228553,Gabon,Africa,kg,XAF,1,D,Robusta,Dec-1994,225.0,225.0
228554,228554,Ghana,Africa,kg,GHC,60,G,Robusta,Dec-1994,67500.0,1125.0
228555,228555,Guinea,Africa,kg,GNF,1,G,Robusta,Dec-1994,1750.0,1750.0
228556,228556,Kenya,Africa,kg,KES,50,G,Arabica,Dec-1994,6256.8,125.14
228558,228558,Madagascar,Africa,kg,MGF,1,G,Robusta,Dec-1994,3200.0,3200.0
228559,228559,Malawi,Africa,kg,MWK,1,G,Arabica,Dec-1994,52.87,52.87
228561,228561,Rwanda,Africa,kg,RWF,1,P,Arabica,Dec-1994,125.0,125.0
228562,228562,Tanzania,Africa,kg,TZS,1,P,Arabica,Dec-1994,878.71,878.71
228563,228563,Tanzania,Africa,kg,TZS,1,P,Robusta,Dec-1994,355.0,355.0
228564,228564,Togo,Africa,kg,XAF,1,G,Robusta,Dec-1994,650.0,650.0
228565,228565,Uganda,Africa,kg,UGX,1,G,Arabica,Dec-1994,1900.0,1900.0
228566,228566,Uganda,Africa,kg,UGX,1,G,Robusta,Dec-1994,1200.0,1200.0
228567,228567,Zambia,Africa,kg,ZMK,1,G,Arabica,Dec-1994,500.15,500.15
228569,228569,India,Asia & Oceania,kg,INR,50,G,Arabica,Dec-1994,3870.0,77.4
228570,228570,India,Asia & Oceania,kg,INR,50,G,Robusta,Dec-1994,2485.0,49.7
228571,228571,Indonesia,Asia & Oceania,kg,IDR,1,G,Arabica,Dec-1994,7991.0,7991.0
228572,228572,Indonesia,Asia & Oceania,kg,IDR,1,G,Robusta,Dec-1994,5018.0,5018.0
228573,228573,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Dec-1994,2.8,2.8
228574,228574,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Dec-1994,2.25,2.25
228575,228575,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Dec-1994,62.76,62.76
228576,228576,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Dec-1994,60.09,60.09
228577,228577,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Arabica,Dec-1994,91.75,91.75
228578,228578,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Robusta,Dec-1994,91.75,91.75
228579,228579,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Dec-1994,48.31,48.31
228580,228580,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Dec-1994,24200.0,24200.0
228581,228581,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Dec-1994,15673.69,341.47
228582,228582,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Dec-1994,8.8,0.7
228583,228583,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Dec-1994,1686.65,36.75
228584,228584,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Dec-1994,1011.38,22.03
228585,228585,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Dec-1994,530.13,11.55
228586,228586,Haiti,Central America & Mexico,kg,HTG,1,G,Arabica,Dec-1994,14.0,14.0
228587,228587,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Dec-1994,1048.42,22.84
228588,228588,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Dec-1994,800.0,29.63
228589,228589,Mexico,Central America & Mexico,SQ,MXN,1,P,Arabica,Dec-1994,745.2,16.24
228591,228591,Panama,Central America & Mexico,SQ,PAB,1,G,Arabica,Dec-1994,100.0,2.18
228592,228592,Trinidad & Tobago,Central America & Mexico,lb,TTD,1,G,Robusta,Dec-1994,3.8,8.44
228593,228593,Bolivia (Plurinational State of),South America,SQ,BOB,1,P,Arabica,Dec-1994,230.0,5.01
228594,228594,Brazil,South America,kg,BRL,60,G,Arabica,Dec-1994,138.98,2.32
228595,228595,Brazil,South America,kg,BRL,60,G,Robusta,Dec-1994,103.89,1.73
228596,228596,Colombia,South America,kg,COP,125,P,Arabica,Dec-1994,197875.0,1583.0
228597,228597,Ecuador,South America,SQ,ECS,1,G,Arabica,Dec-1994,222866.32,4855.48
228598,228598,Ecuador,South America,SQ,ECS,1,G,Robusta,Dec-1994,171683.18,3740.37
228599,228599,Peru,South America,kg,PEN,1,P,Arabica,Dec-1994,6.34,6.34
228600,228600,Venezuela,South America,SQ,VEB,1,G,Arabica,Dec-1994,22701.0,494.58
229197,229197,Angola,Africa,kg,ANK,1,D,Robusta,Jan-1995,1700000.0,1700000.0
229198,229198,Burundi,Africa,kg,BIF,1,P,Arabica,Jan-1995,275.0,275.0
229199,229199,Burundi,Africa,kg,BIF,1,P,Robusta,Jan-1995,186.0,186.0
229200,229200,Cameroon,Africa,kg,XAF,1,G,Arabica,Jan-1995,1100.0,1100.0
229201,229201,Cameroon,Africa,kg,XAF,1,G,Robusta,Jan-1995,800.0,800.0
229202,229202,Central African Republic,Africa,kg,XAF,1,G,Robusta,Jan-1995,400.0,400.0
229203,229203,Congo,Africa,kg,XAF,1,G,Robusta,Jan-1995,300.0,300.0
229204,229204,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jan-1995,530.0,530.0
229207,229207,Ethiopia,Africa,kg,ETB,17,G,Arabica,Jan-1995,263.83,15.52
229208,229208,Gabon,Africa,kg,XAF,1,D,Robusta,Jan-1995,225.0,225.0
229209,229209,Ghana,Africa,kg,GHC,60,G,Robusta,Jan-1995,67500.0,1125.0
229210,229210,Guinea,Africa,kg,GNF,1,G,Robusta,Jan-1995,2000.0,2000.0
229211,229211,Kenya,Africa,kg,KES,50,G,Arabica,Jan-1995,8673.8,173.48
229213,229213,Madagascar,Africa,kg,MGF,1,G,Robusta,Jan-1995,3200.0,3200.0
229214,229214,Malawi,Africa,kg,MWK,1,G,Arabica,Jan-1995,46.48,46.48
229215,229215,Rwanda,Africa,kg,RWF,1,P,Arabica,Jan-1995,125.0,125.0
229216,229216,Tanzania,Africa,kg,TZS,1,P,Arabica,Jan-1995,878.71,878.71
229217,229217,Tanzania,Africa,kg,TZS,1,P,Robusta,Jan-1995,355.0,355.0
229218,229218,Togo,Africa,kg,XAF,1,G,Robusta,Jan-1995,650.0,650.0
229219,229219,Uganda,Africa,kg,UGX,1,G,Arabica,Jan-1995,1650.0,1650.0
229220,229220,Uganda,Africa,kg,UGX,1,G,Robusta,Jan-1995,1275.0,1275.0
229223,229223,India,Asia & Oceania,kg,INR,50,G,Arabica,Jan-1995,3870.0,77.4
229224,229224,India,Asia & Oceania,kg,INR,50,G,Robusta,Jan-1995,2485.0,49.7
229226,229226,Indonesia,Asia & Oceania,kg,IDR,1,G,Robusta,Jan-1995,5085.0,5085.0
229227,229227,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Jan-1995,2.82,2.82
229228,229228,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Jan-1995,2.29,2.29
229229,229229,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Jan-1995,60.14,60.14
229230,229230,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Jan-1995,59.02,59.02
229231,229231,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Arabica,Jan-1995,95.85,95.85
229232,229232,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Robusta,Jan-1995,95.85,95.85
229233,229233,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Jan-1995,51.67,51.67
229234,229234,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Jan-1995,23100.0,23100.0
229235,229235,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jan-1995,15673.69,341.47
229236,229236,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Jan-1995,8.8,0.7
229237,229237,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Jan-1995,1794.5,39.1
229238,229238,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Jan-1995,1056.89,23.03
229239,229239,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Jan-1995,630.43,13.73
229240,229240,Haiti,Central America & Mexico,kg,HTG,1,G,Arabica,Jan-1995,11.0,11.0
229241,229241,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Jan-1995,1129.38,24.61
229242,229242,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Jan-1995,800.0,29.63
229243,229243,Mexico,Central America & Mexico,SQ,MXN,1,P,Arabica,Jan-1995,782.0,17.04
229244,229244,Panama,Central America & Mexico,SQ,PAB,1,G,Arabica,Jan-1995,100.0,2.18
229245,229245,Trinidad & Tobago,Central America & Mexico,lb,TTD,1,G,Robusta,Jan-1995,3.8,8.44
229246,229246,Bolivia (Plurinational State of),South America,SQ,BOB,1,P,Arabica,Jan-1995,235.0,5.12
229247,229247,Brazil,South America,kg,BRL,60,G,Arabica,Jan-1995,150.23,2.5
229248,229248,Brazil,South America,kg,BRL,60,G,Robusta,Jan-1995,111.01,1.85
229249,229249,Colombia,South America,kg,COP,125,P,Arabica,Jan-1995,197788.0,1582.3
229250,229250,Ecuador,South America,SQ,ECS,1,G,Arabica,Jan-1995,512186.35,11158.74
229251,229251,Ecuador,South America,SQ,ECS,1,G,Robusta,Jan-1995,445451.0,9704.81
229252,229252,Peru,South America,kg,PEN,1,P,Arabica,Jan-1995,2.75,2.75
229253,229253,Venezuela,South America,SQ,VEB,1,G,Arabica,Jan-1995,22701.0,494.58
229793,229793,Angola,Africa,kg,ANK,1,D,Robusta,Feb-1995,1700000.0,1700000.0
229794,229794,Burundi,Africa,kg,BIF,1,P,Arabica,Feb-1995,275.0,275.0
229795,229795,Burundi,Africa,kg,BIF,1,P,Robusta,Feb-1995,186.0,186.0
229796,229796,Cameroon,Africa,kg,XAF,1,G,Arabica,Feb-1995,1100.0,1100.0
229797,229797,Cameroon,Africa,kg,XAF,1,G,Robusta,Feb-1995,800.0,800.0
229798,229798,Central African Republic,Africa,kg,XAF,1,G,Robusta,Feb-1995,720.0,720.0
229799,229799,Congo,Africa,kg,XAF,1,G,Robusta,Feb-1995,300.0,300.0
229800,229800,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Feb-1995,650.0,650.0
229803,229803,Ethiopia,Africa,kg,ETB,17,G,Arabica,Feb-1995,318.62,18.74
229804,229804,Gabon,Africa,kg,XAF,1,D,Robusta,Feb-1995,225.0,225.0
229805,229805,Ghana,Africa,kg,GHC,60,G,Robusta,Feb-1995,67500.0,1125.0
229806,229806,Guinea,Africa,kg,GNF,1,G,Robusta,Feb-1995,2000.0,2000.0
229807,229807,Kenya,Africa,kg,KES,50,G,Arabica,Feb-1995,8659.2,173.18
229809,229809,Madagascar,Africa,kg,MGF,1,G,Robusta,Feb-1995,3200.0,3200.0
229810,229810,Malawi,Africa,kg,MWK,1,G,Arabica,Feb-1995,47.89,47.89
229811,229811,Rwanda,Africa,kg,RWF,1,P,Arabica,Feb-1995,125.0,125.0
229812,229812,Tanzania,Africa,kg,TZS,1,P,Arabica,Feb-1995,878.71,878.71
229813,229813,Tanzania,Africa,kg,TZS,1,P,Robusta,Feb-1995,355.0,355.0
229814,229814,Togo,Africa,kg,XAF,1,G,Robusta,Feb-1995,650.0,650.0
229815,229815,Uganda,Africa,kg,UGX,1,G,Arabica,Feb-1995,1500.0,1500.0
229816,229816,Uganda,Africa,kg,UGX,1,G,Robusta,Feb-1995,1350.0,1350.0
229817,229817,Zambia,Africa,kg,ZMK,1,G,Arabica,Feb-1995,2052.21,2052.21
229819,229819,India,Asia & Oceania,kg,INR,50,G,Arabica,Feb-1995,3010.0,60.2
229820,229820,India,Asia & Oceania,kg,INR,50,G,Robusta,Feb-1995,2485.0,49.7
229822,229822,Indonesia,Asia & Oceania,kg,IDR,1,G,Robusta,Feb-1995,5314.0,5314.0
229823,229823,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Feb-1995,1.86,1.86
229824,229824,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Feb-1995,1.17,1.17
229825,229825,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Feb-1995,62.16,62.16
229826,229826,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Feb-1995,62.0,62.0
229827,229827,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Arabica,Feb-1995,98.96,98.96
229828,229828,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Robusta,Feb-1995,98.96,98.96
229829,229829,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Feb-1995,55.19,55.19
229830,229830,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Feb-1995,24200.0,24200.0
229831,229831,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Feb-1995,15673.69,341.47
229832,229832,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Feb-1995,8.8,0.7
229833,229833,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Feb-1995,1743.3,37.98
229834,229834,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Feb-1995,1024.89,22.33
229835,229835,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Feb-1995,584.4,12.73
229836,229836,Haiti,Central America & Mexico,kg,HTG,1,G,Arabica,Feb-1995,12.0,12.0
229837,229837,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Feb-1995,1112.0,24.23
229838,229838,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Feb-1995,800.0,29.63
229839,229839,Mexico,Central America & Mexico,SQ,MXN,1,P,Arabica,Feb-1995,828.0,18.04
229840,229840,Panama,Central America & Mexico,SQ,PAB,1,G,Arabica,Feb-1995,100.0,2.18
229841,229841,Trinidad & Tobago,Central America & Mexico,lb,TTD,1,G,Robusta,Feb-1995,3.8,8.44
229842,229842,Bolivia (Plurinational State of),South America,SQ,BOB,1,P,Arabica,Feb-1995,230.0,5.01
229843,229843,Brazil,South America,kg,BRL,60,G,Arabica,Feb-1995,145.94,2.43
229844,229844,Brazil,South America,kg,BRL,60,G,Robusta,Feb-1995,117.71,1.96
229845,229845,Colombia,South America,kg,COP,125,P,Arabica,Feb-1995,197000.0,1576.0
229846,229846,Ecuador,South America,SQ,ECS,1,G,Arabica,Feb-1995,487887.0,10629.35
229847,229847,Ecuador,South America,SQ,ECS,1,G,Robusta,Feb-1995,413519.0,9009.13
229848,229848,Peru,South America,kg,PEN,1,P,Arabica,Feb-1995,4.32,4.32
229849,229849,Venezuela,South America,SQ,VEB,1,G,Arabica,Feb-1995,22701.0,494.58
230389,230389,Angola,Africa,kg,ANK,1,D,Robusta,Mar-1995,1700000.0,1700000.0
230390,230390,Burundi,Africa,kg,BIF,1,P,Arabica,Mar-1995,275.0,275.0
230391,230391,Burundi,Africa,kg,BIF,1,P,Robusta,Mar-1995,186.0,186.0
230392,230392,Cameroon,Africa,kg,XAF,1,G,Arabica,Mar-1995,850.0,850.0
230393,230393,Cameroon,Africa,kg,XAF,1,G,Robusta,Mar-1995,500.0,500.0
230394,230394,Central African Republic,Africa,kg,XAF,1,G,Robusta,Mar-1995,720.0,720.0
230395,230395,Congo,Africa,kg,XAF,1,G,Robusta,Mar-1995,300.0,300.0
230396,230396,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Mar-1995,650.0,650.0
230399,230399,Ethiopia,Africa,kg,ETB,17,G,Arabica,Mar-1995,325.51,19.15
230400,230400,Gabon,Africa,kg,XAF,1,D,Robusta,Mar-1995,225.0,225.0
230401,230401,Ghana,Africa,kg,GHC,60,G,Robusta,Mar-1995,140000.0,2333.33
230402,230402,Guinea,Africa,kg,GNF,1,G,Robusta,Mar-1995,2000.0,2000.0
230403,230403,Kenya,Africa,kg,KES,50,G,Arabica,Mar-1995,8794.9,175.9
230405,230405,Madagascar,Africa,kg,MGF,1,G,Robusta,Mar-1995,3200.0,3200.0
230406,230406,Malawi,Africa,kg,MWK,1,G,Arabica,Mar-1995,50.95,50.95
230407,230407,Rwanda,Africa,kg,RWF,1,P,Arabica,Mar-1995,125.0,125.0
230408,230408,Tanzania,Africa,kg,TZS,1,P,Arabica,Mar-1995,878.71,878.71
230409,230409,Tanzania,Africa,kg,TZS,1,P,Robusta,Mar-1995,355.0,355.0
230410,230410,Togo,Africa,kg,XAF,1,G,Robusta,Mar-1995,650.0,650.0
230411,230411,Uganda,Africa,kg,UGX,1,G,Arabica,Mar-1995,1475.0,1475.0
230412,230412,Uganda,Africa,kg,UGX,1,G,Robusta,Mar-1995,1275.0,1275.0
230413,230413,Zambia,Africa,kg,ZMK,1,G,Arabica,Mar-1995,1787.01,1787.01
230415,230415,India,Asia & Oceania,kg,INR,50,G,Arabica,Mar-1995,3010.0,60.2
230416,230416,India,Asia & Oceania,kg,INR,50,G,Robusta,Mar-1995,2485.0,49.7
230418,230418,Indonesia,Asia & Oceania,kg,IDR,1,G,Robusta,Mar-1995,5605.0,5605.0
230419,230419,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Mar-1995,1.88,1.88
230420,230420,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Mar-1995,1.17,1.17
230421,230421,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Mar-1995,70.55,70.55
230422,230422,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Mar-1995,67.9,67.9
230423,230423,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Arabica,Mar-1995,123.38,123.38
230424,230424,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Robusta,Mar-1995,123.38,123.38
230425,230425,Thailand,Asia & Oceania,kg,THB,1,G,Robusta,Mar-1995,63.15,63.15
230426,230426,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Mar-1995,25800.0,25800.0
230427,230427,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Mar-1995,15673.69,341.47
230428,230428,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Mar-1995,8.8,0.7
230429,230429,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Mar-1995,1785.4,38.9
230430,230430,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Mar-1995,1116.7,24.33
230431,230431,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Mar-1995,565.49,12.32
230432,230432,Haiti,Central America & Mexico,kg,HTG,1,G,Arabica,Mar-1995,15.0,15.0
230433,230433,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Mar-1995,1185.0,25.82
230434,230434,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Mar-1995,800.0,29.63
230435,230435,Mexico,Central America & Mexico,SQ,MXN,1,P,Arabica,Mar-1995,920.0,20.04
230436,230436,Panama,Central America & Mexico,SQ,PAB,1,G,Arabica,Mar-1995,100.0,2.18
230437,230437,Trinidad & Tobago,Central America & Mexico,lb,TTD,1,G,Robusta,Mar-1995,3.8,8.44
230438,230438,Bolivia (Plurinational State of),South America,SQ,BOB,1,P,Arabica,Mar-1995,280.0,6.1
230439,230439,Brazil,South America,kg,BRL,60,G,Arabica,Mar-1995,161.4,2.69
230440,230440,Brazil,South America,kg,BRL,60,G,Robusta,Mar-1995,136.0,2.27
230441,230441,Colombia,South America,kg,COP,125,P,Arabica,Mar-1995,196625.0,1573.0
230442,230442,Ecuador,South America,SQ,ECS,1,G,Arabica,Mar-1995,559099.0,12180.81
230443,230443,Ecuador,South America,SQ,ECS,1,G,Robusta,Mar-1995,444005.0,9673.31
230444,230444,Peru,South America,kg,PEN,1,P,Arabica,Mar-1995,4.77,4.77
230445,230445,Venezuela,South America,SQ,VEB,1,G,Arabica,Mar-1995,22701.0,494.58
230985,230985,Angola,Africa,kg,ANK,1,D,Robusta,Apr-1995,1700000.0,1700000.0
230986,230986,Burundi,Africa,kg,BIF,1,P,Arabica,Apr-1995,240.0,240.0
230987,230987,Burundi,Africa,kg,BIF,1,P,Robusta,Apr-1995,186.0,186.0
230988,230988,Cameroon,Africa,kg,XAF,1,G,Arabica,Apr-1995,850.0,850.0
230989,230989,Cameroon,Africa,kg,XAF,1,G,Robusta,Apr-1995,500.0,500.0
230990,230990,Central African Republic,Africa,kg,XAF,1,G,Robusta,Apr-1995,633.0,633.0
230991,230991,Congo,Africa,kg,XAF,1,G,Robusta,Apr-1995,300.0,300.0
230992,230992,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Apr-1995,650.0,650.0
230995,230995,Ethiopia,Africa,kg,ETB,17,G,Arabica,Apr-1995,319.04,18.77
230996,230996,Gabon,Africa,kg,XAF,1,D,Robusta,Apr-1995,225.0,225.0
230997,230997,Ghana,Africa,kg,GHC,60,G,Robusta,Apr-1995,140000.0,2333.33
