,Unnamed: 0,Country,Continents,Unit,Country_Code,Weight,Type,Type of Coffee,Date,Price,unit_price(/kg)
224394,224394,Uganda,Africa,kg,UGX,1,G,Robusta,May-1994,700.0,700.0
224395,224395,Zambia,Africa,kg,ZMK,1,G,Arabica,May-1994,1127.05,1127.05
224397,224397,India,Asia & Oceania,kg,INR,50,G,Arabica,May-1994,2325.0,46.5
224398,224398,India,Asia & Oceania,kg,INR,50,G,Robusta,May-1994,1775.0,35.5
224399,224399,Indonesia,Asia & Oceania,kg,IDR,1,G,Arabica,May-1994,7066.0,7066.0
224400,224400,Indonesia,Asia & Oceania,kg,IDR,1,G,Robusta,May-1994,3182.0,3182.0
224401,224401,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,May-1994,2.87,2.87
224402,224402,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,May-1994,1.55,1.55
224403,224403,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,May-1994,35.58,35.58
224404,224404,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,May-1994,33.77,33.77
224405,224405,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Arabica,May-1994,53.68,53.68
224406,224406,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Robusta,May-1994,53.68,53.68
224408,224408,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,May-1994,17500.0,17500.0
224409,224409,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,May-1994,12051.0,262.55
224410,224410,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,May-1994,8.8,0.7
224411,224411,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,May-1994,1069.59,23.3
224412,224412,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,May-1994,670.81,14.61
224413,224413,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,May-1994,375.83,8.19
224414,224414,Haiti,Central America & Mexico,kg,HTG,1,G,Arabica,May-1994,7.25,7.25
224415,224415,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,May-1994,305.0,6.64
224416,224416,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,May-1994,1076.0,39.85
224417,224417,Mexico,Central America & Mexico,SQ,MXN,1,P,Arabica,May-1994,302.32,6.59
224419,224419,Panama,Central America & Mexico,SQ,PAB,1,G,Arabica,May-1994,75.0,1.63
224420,224420,Trinidad & Tobago,Central America & Mexico,lb,TTD,1,G,Robusta,May-1994,3.8,8.44
224421,224421,Bolivia (Plurinational State of),South America,SQ,BOB,1,P,Arabica,May-1994,138.75,3.02
224422,224422,Brazil,South America,kg,BRL,60,G,Arabica,May-1994,264125.74,4402.1
224423,224423,Brazil,South America,kg,BRL,60,G,Robusta,May-1994,191629.01,3193.82
224424,224424,Colombia,South America,kg,COP,125,P,Arabica,May-1994,141320.0,1130.56
224425,224425,Ecuador,South America,SQ,ECS,1,G,Arabica,May-1994,126603.0,2758.24
224426,224426,Ecuador,South America,SQ,ECS,1,G,Robusta,May-1994,110170.0,2400.22
224427,224427,Peru,South America,kg,PEN,1,P,Arabica,May-1994,2.49,2.49
224428,224428,Venezuela,South America,SQ,VEB,1,G,Arabica,May-1994,4600.0,100.22
224967,224967,Angola,Africa,kg,ANK,1,D,Robusta,Jun-1994,53000.0,53000.0
224969,224969,Burundi,Africa,kg,BIF,1,P,Arabica,Jun-1994,275.0,275.0
224970,224970,Burundi,Africa,kg,BIF,1,P,Robusta,Jun-1994,186.0,186.0
224972,224972,Cameroon,Africa,kg,XAF,1,G,Robusta,Jun-1994,270.0,270.0
224973,224973,Central African Republic,Africa,kg,XAF,1,G,Robusta,Jun-1994,400.0,400.0
224974,224974,Congo,Africa,kg,XAF,1,G,Robusta,Jun-1994,115.0,115.0
224975,224975,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jun-1994,275.0,275.0
224976,224976,Ethiopia,Africa,kg,ETB,17,G,Arabica,Jun-1994,235.93,13.88
224977,224977,Gabon,Africa,kg,XAF,1,D,Robusta,Jun-1994,150.0,150.0
224978,224978,Ghana,Africa,kg,GHC,60,G,Robusta,Jun-1994,21000.0,350.0
224979,224979,Guinea,Africa,kg,GNF,1,G,Robusta,Jun-1994,1500.0,1500.0
224980,224980,Kenya,Africa,kg,KES,50,G,Arabica,Jun-1994,9990.0,199.8
224982,224982,Madagascar,Africa,kg,MGF,1,G,Robusta,Jun-1994,3200.0,3200.0
224983,224983,Malawi,Africa,kg,MWK,1,G,Arabica,Jun-1994,14.7,14.7
224984,224984,Nigeria,Africa,m,NGN,1,Ton,Robusta,Jun-1994,25000.0,25.0
224985,224985,Rwanda,Africa,kg,RWF,1,P,Arabica,Jun-1994,125.0,125.0
224986,224986,Tanzania,Africa,kg,TZS,1,P,Arabica,Jun-1994,250.43,250.43
224987,224987,Tanzania,Africa,kg,TZS,1,P,Robusta,Jun-1994,81.67,81.67
224988,224988,Togo,Africa,kg,XAF,1,G,Robusta,Jun-1994,200.0,200.0
224989,224989,Uganda,Africa,kg,UGX,1,G,Arabica,Jun-1994,1550.0,1550.0
224990,224990,Uganda,Africa,kg,UGX,1,G,Robusta,Jun-1994,650.0,650.0
224993,224993,India,Asia & Oceania,kg,INR,50,G,Arabica,Jun-1994,2325.0,46.5
224994,224994,India,Asia & Oceania,kg,INR,50,G,Robusta,Jun-1994,1775.0,35.5
224995,224995,Indonesia,Asia & Oceania,kg,IDR,1,G,Arabica,Jun-1994,7672.0,7672.0
224996,224996,Indonesia,Asia & Oceania,kg,IDR,1,G,Robusta,Jun-1994,4128.0,4128.0
224997,224997,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Jun-1994,3.35,3.35
224998,224998,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Jun-1994,1.96,1.96
224999,224999,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Jun-1994,41.22,41.22
225000,225000,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Jun-1994,37.57,37.57
225001,225001,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Arabica,Jun-1994,70.18,70.18
225002,225002,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Robusta,Jun-1994,70.18,70.18
225004,225004,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Jun-1994,22000.0,22000.0
225005,225005,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jun-1994,12115.79,263.96
225006,225006,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Jun-1994,8.8,0.7
225007,225007,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Jun-1994,1394.89,30.39
225008,225008,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Jun-1994,854.62,18.62
225009,225009,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Jun-1994,395.56,8.62
225010,225010,Haiti,Central America & Mexico,kg,HTG,1,G,Arabica,Jun-1994,7.6,7.6
225011,225011,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Jun-1994,442.99,9.65
225012,225012,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Jun-1994,1076.0,39.85
225013,225013,Mexico,Central America & Mexico,SQ,MXN,1,P,Arabica,Jun-1994,373.45,8.14
225015,225015,Panama,Central America & Mexico,SQ,PAB,1,G,Arabica,Jun-1994,75.0,1.63
225016,225016,Trinidad & Tobago,Central America & Mexico,lb,TTD,1,G,Robusta,Jun-1994,3.8,8.44
225017,225017,Bolivia (Plurinational State of),South America,SQ,BOB,1,P,Arabica,Jun-1994,183.75,4.0
225018,225018,Brazil,South America,kg,BRL,60,G,Arabica,Jun-1994,408650.0,6810.83
225019,225019,Brazil,South America,kg,BRL,60,G,Robusta,Jun-1994,286412.5,4773.54
225020,225020,Colombia,South America,kg,COP,125,P,Arabica,Jun-1994,141320.0,1130.56
225021,225021,Ecuador,South America,SQ,ECS,1,G,Arabica,Jun-1994,172899.69,3766.88
225022,225022,Ecuador,South America,SQ,ECS,1,G,Robusta,Jun-1994,148025.19,3224.95
225023,225023,Peru,South America,kg,PEN,1,P,Arabica,Jun-1994,2.93,2.93
225024,225024,Venezuela,South America,SQ,VEB,1,G,Arabica,Jun-1994,4600.0,100.22
225563,225563,Angola,Africa,kg,ANK,1,D,Robusta,Jul-1994,53000.0,53000.0
225565,225565,Burundi,Africa,kg,BIF,1,P,Arabica,Jul-1994,275.0,275.0
225566,225566,Burundi,Africa,kg,BIF,1,P,Robusta,Jul-1994,186.0,186.0
225568,225568,Cameroon,Africa,kg,XAF,1,G,Robusta,Jul-1994,270.0,270.0
225569,225569,Central African Republic,Africa,kg,XAF,1,G,Robusta,Jul-1994,400.0,400.0
225570,225570,Congo,Africa,kg,XAF,1,G,Robusta,Jul-1994,100.0,100.0
225571,225571,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Jul-1994,275.0,275.0
225572,225572,Ethiopia,Africa,kg,ETB,17,G,Arabica,Jul-1994,296.25,17.43
225573,225573,Gabon,Africa,kg,XAF,1,D,Robusta,Jul-1994,150.0,150.0
225574,225574,Ghana,Africa,kg,GHC,60,G,Robusta,Jul-1994,21000.0,350.0
225575,225575,Guinea,Africa,kg,GNF,1,G,Robusta,Jul-1994,1750.0,1750.0
225576,225576,Kenya,Africa,kg,KES,50,G,Arabica,Jul-1994,9990.0,199.8
225578,225578,Madagascar,Africa,kg,MGF,1,G,Robusta,Jul-1994,3200.0,3200.0
225579,225579,Malawi,Africa,kg,MWK,1,G,Arabica,Jul-1994,18.62,18.62
225580,225580,Nigeria,Africa,m,NGN,1,Ton,Robusta,Jul-1994,25000.0,25.0
225581,225581,Rwanda,Africa,kg,RWF,1,P,Arabica,Jul-1994,125.0,125.0
225582,225582,Tanzania,Africa,kg,TZS,1,P,Arabica,Jul-1994,878.71,878.71
225583,225583,Tanzania,Africa,kg,TZS,1,P,Robusta,Jul-1994,355.0,355.0
225584,225584,Togo,Africa,kg,XAF,1,G,Robusta,Jul-1994,200.0,200.0
225585,225585,Uganda,Africa,kg,UGX,1,G,Arabica,Jul-1994,1600.0,1600.0
225586,225586,Uganda,Africa,kg,UGX,1,G,Robusta,Jul-1994,950.0,950.0
225589,225589,India,Asia & Oceania,kg,INR,50,G,Arabica,Jul-1994,2325.0,46.5
225590,225590,India,Asia & Oceania,kg,INR,50,G,Robusta,Jul-1994,1775.0,35.5
225591,225591,Indonesia,Asia & Oceania,kg,IDR,1,G,Arabica,Jul-1994,10762.0,10762.0
225592,225592,Indonesia,Asia & Oceania,kg,IDR,1,G,Robusta,Jul-1994,5597.0,5597.0
225593,225593,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Jul-1994,4.36,4.36
225594,225594,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Jul-1994,2.58,2.58
225595,225595,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Jul-1994,74.3,74.3
225596,225596,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Jul-1994,72.42,72.42
225597,225597,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Arabica,Jul-1994,101.44,101.44
225598,225598,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Robusta,Jul-1994,101.44,101.44
225600,225600,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Jul-1994,29000.0,29000.0
225601,225601,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Jul-1994,12208.0,265.97
225602,225602,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Jul-1994,8.8,0.7
225603,225603,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Jul-1994,2260.44,49.25
225604,225604,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Jul-1994,1424.9,31.04
225605,225605,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Jul-1994,460.81,10.04
225606,225606,Haiti,Central America & Mexico,kg,HTG,1,G,Arabica,Jul-1994,6.19,6.19
225607,225607,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Jul-1994,600.0,13.07
225608,225608,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Jul-1994,1076.0,39.85
225609,225609,Mexico,Central America & Mexico,SQ,MXN,1,P,Arabica,Jul-1994,601.43,13.1
225611,225611,Panama,Central America & Mexico,SQ,PAB,1,G,Arabica,Jul-1994,75.0,1.63
225612,225612,Trinidad & Tobago,Central America & Mexico,lb,TTD,1,G,Robusta,Jul-1994,3.8,8.44
225613,225613,Bolivia (Plurinational State of),South America,SQ,BOB,1,P,Arabica,Jul-1994,319.05,6.95
225614,225614,Brazil,South America,kg,BRL,60,G,Arabica,Jul-1994,204.52,3.41
225615,225615,Brazil,South America,kg,BRL,60,G,Robusta,Jul-1994,142.49,2.37
225616,225616,Colombia,South America,kg,COP,125,P,Arabica,Jul-1994,137000.0,1096.0
225617,225617,Ecuador,South America,SQ,ECS,1,G,Arabica,Jul-1994,254498.37,5544.63
225618,225618,Ecuador,South America,SQ,ECS,1,G,Robusta,Jul-1994,192778.24,4199.96
225619,225619,Peru,South America,kg,PEN,1,P,Arabica,Jul-1994,4.91,4.91
225620,225620,Venezuela,South America,SQ,VEB,1,G,Arabica,Jul-1994,4600.0,100.22
226159,226159,Angola,Africa,kg,ANK,1,D,Robusta,Aug-1994,53000.0,53000.0
226161,226161,Burundi,Africa,kg,BIF,1,P,Arabica,Aug-1994,275.0,275.0
226162,226162,Burundi,Africa,kg,BIF,1,P,Robusta,Aug-1994,186.0,186.0
226164,226164,Cameroon,Africa,kg,XAF,1,G,Robusta,Aug-1994,270.0,270.0
226165,226165,Central African Republic,Africa,kg,XAF,1,G,Robusta,Aug-1994,400.0,400.0
226166,226166,Congo,Africa,kg,XAF,1,G,Robusta,Aug-1994,100.0,100.0
226167,226167,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Aug-1994,275.0,275.0
226168,226168,Ethiopia,Africa,kg,ETB,17,G,Arabica,Aug-1994,324.44,19.08
226169,226169,Gabon,Africa,kg,XAF,1,D,Robusta,Aug-1994,150.0,150.0
226170,226170,Ghana,Africa,kg,GHC,60,G,Robusta,Aug-1994,21000.0,350.0
226171,226171,Guinea,Africa,kg,GNF,1,G,Robusta,Aug-1994,1750.0,1750.0
226172,226172,Kenya,Africa,kg,KES,50,G,Arabica,Aug-1994,9990.0,199.8
226174,226174,Madagascar,Africa,kg,MGF,1,G,Robusta,Aug-1994,3200.0,3200.0
226175,226175,Malawi,Africa,kg,MWK,1,G,Arabica,Aug-1994,16.32,16.32
226176,226176,Nigeria,Africa,m,NGN,1,Ton,Robusta,Aug-1994,25000.0,25.0
226177,226177,Rwanda,Africa,kg,RWF,1,P,Arabica,Aug-1994,125.0,125.0
226178,226178,Tanzania,Africa,kg,TZS,1,P,Arabica,Aug-1994,878.71,878.71
226179,226179,Tanzania,Africa,kg,TZS,1,P,Robusta,Aug-1994,355.0,355.0
226180,226180,Togo,Africa,kg,XAF,1,G,Robusta,Aug-1994,200.0,200.0
226181,226181,Uganda,Africa,kg,UGX,1,G,Arabica,Aug-1994,1900.0,1900.0
226182,226182,Uganda,Africa,kg,UGX,1,G,Robusta,Aug-1994,1100.0,1100.0
226183,226183,Zambia,Africa,kg,ZMK,1,G,Arabica,Aug-1994,3089.45,3089.45
226185,226185,India,Asia & Oceania,kg,INR,50,G,Arabica,Aug-1994,2325.0,46.5
226186,226186,India,Asia & Oceania,kg,INR,50,G,Robusta,Aug-1994,1775.0,35.5
226187,226187,Indonesia,Asia & Oceania,kg,IDR,1,G,Arabica,Aug-1994,10434.0,10434.0
226188,226188,Indonesia,Asia & Oceania,kg,IDR,1,G,Robusta,Aug-1994,5691.0,5691.0
226189,226189,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Aug-1994,3.85,3.85
226190,226190,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Aug-1994,2.53,2.53
226191,226191,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Aug-1994,80.47,80.47
226192,226192,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Aug-1994,78.1,78.1
226193,226193,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Arabica,Aug-1994,110.19,110.19
226194,226194,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Robusta,Aug-1994,110.19,110.19
226196,226196,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Aug-1994,31000.0,31000.0
226197,226197,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Aug-1994,12302.0,268.02
226198,226198,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Aug-1994,8.8,0.7
226199,226199,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Aug-1994,2061.88,44.92
226200,226200,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Aug-1994,1221.55,26.61
226201,226201,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Aug-1994,507.49,11.06
226202,226202,Haiti,Central America & Mexico,kg,HTG,1,G,Arabica,Aug-1994,10.21,10.21
226203,226203,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Aug-1994,950.82,20.72
226204,226204,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Aug-1994,800.0,29.63
226205,226205,Mexico,Central America & Mexico,SQ,MXN,1,P,Arabica,Aug-1994,550.63,12.0
226207,226207,Panama,Central America & Mexico,SQ,PAB,1,G,Arabica,Aug-1994,75.0,1.63
226208,226208,Trinidad & Tobago,Central America & Mexico,lb,TTD,1,G,Robusta,Aug-1994,3.8,8.44
226209,226209,Bolivia (Plurinational State of),South America,SQ,BOB,1,P,Arabica,Aug-1994,268.83,5.86
226210,226210,Brazil,South America,kg,BRL,60,G,Arabica,Aug-1994,186.58,3.11
226211,226211,Brazil,South America,kg,BRL,60,G,Robusta,Aug-1994,136.2,2.27
226212,226212,Colombia,South America,kg,COP,125,P,Arabica,Aug-1994,171500.0,1372.0
226213,226213,Ecuador,South America,SQ,ECS,1,G,Arabica,Aug-1994,236457.18,5151.57
226214,226214,Ecuador,South America,SQ,ECS,1,G,Robusta,Aug-1994,196692.0,4285.23
226215,226215,Peru,South America,kg,PEN,1,P,Arabica,Aug-1994,5.05,5.05
226216,226216,Venezuela,South America,SQ,VEB,1,G,Arabica,Aug-1994,4600.0,100.22
226755,226755,Angola,Africa,kg,ANK,1,D,Robusta,Sep-1994,53000.0,53000.0
226757,226757,Burundi,Africa,kg,BIF,1,P,Arabica,Sep-1994,275.0,275.0
226758,226758,Burundi,Africa,kg,BIF,1,P,Robusta,Sep-1994,186.0,186.0
226760,226760,Cameroon,Africa,kg,XAF,1,G,Robusta,Sep-1994,270.0,270.0
226761,226761,Central African Republic,Africa,kg,XAF,1,G,Robusta,Sep-1994,400.0,400.0
226762,226762,Congo,Africa,kg,XAF,1,G,Robusta,Sep-1994,100.0,100.0
226763,226763,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Sep-1994,530.0,530.0
226764,226764,Ethiopia,Africa,kg,ETB,17,G,Arabica,Sep-1994,303.22,17.84
226765,226765,Gabon,Africa,kg,XAF,1,D,Robusta,Sep-1994,150.0,150.0
226766,226766,Ghana,Africa,kg,GHC,60,G,Robusta,Sep-1994,21000.0,350.0
226767,226767,Guinea,Africa,kg,GNF,1,G,Robusta,Sep-1994,1750.0,1750.0
226768,226768,Kenya,Africa,kg,KES,50,G,Arabica,Sep-1994,9990.0,199.8
226770,226770,Madagascar,Africa,kg,MGF,1,G,Robusta,Sep-1994,3200.0,3200.0
226771,226771,Malawi,Africa,kg,MWK,1,G,Arabica,Sep-1994,24.06,24.06
226772,226772,Nigeria,Africa,m,NGN,1,Ton,Robusta,Sep-1994,25000.0,25.0
226773,226773,Rwanda,Africa,kg,RWF,1,P,Arabica,Sep-1994,125.0,125.0
226774,226774,Tanzania,Africa,kg,TZS,1,P,Arabica,Sep-1994,878.71,878.71
226775,226775,Tanzania,Africa,kg,TZS,1,P,Robusta,Sep-1994,355.0,355.0
226776,226776,Togo,Africa,kg,XAF,1,G,Robusta,Sep-1994,200.0,200.0
226777,226777,Uganda,Africa,kg,UGX,1,G,Arabica,Sep-1994,2000.0,2000.0
226778,226778,Uganda,Africa,kg,UGX,1,G,Robusta,Sep-1994,1000.0,1000.0
226779,226779,Zambia,Africa,kg,ZMK,1,G,Arabica,Sep-1994,2971.5,2971.5
226781,226781,India,Asia & Oceania,kg,INR,50,G,Arabica,Sep-1994,2325.0,46.5
226782,226782,India,Asia & Oceania,kg,INR,50,G,Robusta,Sep-1994,1775.0,35.5
226783,226783,Indonesia,Asia & Oceania,kg,IDR,1,G,Arabica,Sep-1994,10132.0,10132.0
226784,226784,Indonesia,Asia & Oceania,kg,IDR,1,G,Robusta,Sep-1994,6469.0,6469.0
226785,226785,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Sep-1994,4.78,4.78
226786,226786,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Sep-1994,3.21,3.21
226787,226787,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Sep-1994,89.59,89.59
226788,226788,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Sep-1994,87.35,87.35
226789,226789,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Arabica,Sep-1994,128.7,128.7
226790,226790,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Robusta,Sep-1994,128.7,128.7
226792,226792,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Sep-1994,28000.0,28000.0
226793,226793,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Sep-1994,12450.0,271.24
226794,226794,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Sep-1994,8.8,0.7
226795,226795,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Sep-1994,2348.53,51.17
226796,226796,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Sep-1994,1425.25,31.05
226797,226797,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Sep-1994,516.17,11.25
226798,226798,Haiti,Central America & Mexico,kg,HTG,1,G,Arabica,Sep-1994,7.28,7.28
226799,226799,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Sep-1994,1423.18,31.01
226800,226800,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Sep-1994,800.0,29.63
226801,226801,Mexico,Central America & Mexico,SQ,MXN,1,P,Arabica,Sep-1994,535.02,11.66
226803,226803,Panama,Central America & Mexico,SQ,PAB,1,G,Arabica,Sep-1994,75.0,1.63
226804,226804,Trinidad & Tobago,Central America & Mexico,lb,TTD,1,G,Robusta,Sep-1994,3.8,8.44
226805,226805,Bolivia (Plurinational State of),South America,SQ,BOB,1,P,Arabica,Sep-1994,320.4,6.98
226806,226806,Brazil,South America,kg,BRL,60,G,Arabica,Sep-1994,181.88,3.03
226807,226807,Brazil,South America,kg,BRL,60,G,Robusta,Sep-1994,145.5,2.42
226808,226808,Colombia,South America,kg,COP,125,P,Arabica,Sep-1994,200687.0,1605.5
226809,226809,Ecuador,South America,SQ,ECS,1,G,Arabica,Sep-1994,278700.0,6071.9
226810,226810,Ecuador,South America,SQ,ECS,1,G,Robusta,Sep-1994,244040.0,5316.78
226811,226811,Peru,South America,kg,PEN,1,P,Arabica,Sep-1994,4.28,4.28
226812,226812,Venezuela,South America,SQ,VEB,1,G,Arabica,Sep-1994,4600.0,100.22
227351,227351,Angola,Africa,kg,ANK,1,D,Robusta,Oct-1994,53000.0,53000.0
227353,227353,Burundi,Africa,kg,BIF,1,P,Arabica,Oct-1994,275.0,275.0
227354,227354,Burundi,Africa,kg,BIF,1,P,Robusta,Oct-1994,186.0,186.0
227355,227355,Cameroon,Africa,kg,XAF,1,G,Arabica,Oct-1994,1000.0,1000.0
227356,227356,Cameroon,Africa,kg,XAF,1,G,Robusta,Oct-1994,600.0,600.0
227357,227357,Central African Republic,Africa,kg,XAF,1,G,Robusta,Oct-1994,400.0,400.0
227358,227358,Congo,Africa,kg,XAF,1,G,Robusta,Oct-1994,100.0,100.0
227359,227359,Côte d'Ivoire,Africa,kg,XAF,1,G,Robusta,Oct-1994,530.0,530.0
227360,227360,Ethiopia,Africa,kg,ETB,17,G,Arabica,Oct-1994,311.9,18.35
227361,227361,Gabon,Africa,kg,XAF,1,D,Robusta,Oct-1994,225.0,225.0
227362,227362,Ghana,Africa,kg,GHC,60,G,Robusta,Oct-1994,67500.0,1125.0
227363,227363,Guinea,Africa,kg,GNF,1,G,Robusta,Oct-1994,1750.0,1750.0
227364,227364,Kenya,Africa,kg,KES,50,G,Arabica,Oct-1994,8683.2,173.66
227366,227366,Madagascar,Africa,kg,MGF,1,G,Robusta,Oct-1994,3200.0,3200.0
227367,227367,Malawi,Africa,kg,MWK,1,G,Arabica,Oct-1994,39.44,39.44
227369,227369,Rwanda,Africa,kg,RWF,1,P,Arabica,Oct-1994,125.0,125.0
227370,227370,Tanzania,Africa,kg,TZS,1,P,Arabica,Oct-1994,878.71,878.71
227371,227371,Tanzania,Africa,kg,TZS,1,P,Robusta,Oct-1994,355.0,355.0
227372,227372,Togo,Africa,kg,XAF,1,G,Robusta,Oct-1994,650.0,650.0
227373,227373,Uganda,Africa,kg,UGX,1,G,Arabica,Oct-1994,1800.0,1800.0
227374,227374,Uganda,Africa,kg,UGX,1,G,Robusta,Oct-1994,1200.0,1200.0
227375,227375,Zambia,Africa,kg,ZMK,1,G,Arabica,Oct-1994,3301.83,3301.83
227377,227377,India,Asia & Oceania,kg,INR,50,G,Arabica,Oct-1994,3870.0,77.4
227378,227378,India,Asia & Oceania,kg,INR,50,G,Robusta,Oct-1994,2485.0,49.7
227379,227379,Indonesia,Asia & Oceania,kg,IDR,1,G,Arabica,Oct-1994,10353.0,10353.0
227380,227380,Indonesia,Asia & Oceania,kg,IDR,1,G,Robusta,Oct-1994,6463.0,6463.0
227381,227381,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Arabica,Oct-1994,4.55,4.55
227382,227382,Papua New Guinea,Asia & Oceania,kg,PGK,1,G,Robusta,Oct-1994,3.18,3.18
227383,227383,Philippines,Asia & Oceania,kg,PHP,1,G,Arabica,Oct-1994,91.19,91.19
227384,227384,Philippines,Asia & Oceania,kg,PHP,1,G,Robusta,Oct-1994,86.97,86.97
227385,227385,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Arabica,Oct-1994,125.33,125.33
227386,227386,Sri Lanka,Asia & Oceania,kg,LKR,1,G,Robusta,Oct-1994,125.33,125.33
227388,227388,Viet Nam,Asia & Oceania,kg,VND,1,G,Robusta,Oct-1994,28600.0,28600.0
227389,227389,Costa Rica,Central America & Mexico,SQ,CRC,1,G,Arabica,Oct-1994,15673.69,341.47
227390,227390,Cuba,Central America & Mexico,lb,CUP,28,F,Arabica,Oct-1994,8.8,0.7
227391,227391,Dominican Republic,Central America & Mexico,SQ,DOP,1,G,Arabica,Oct-1994,1985.12,43.25
227392,227392,El Salvador,Central America & Mexico,SQ,CES,1,G,Arabica,Oct-1994,1245.76,27.14
227393,227393,Guatemala,Central America & Mexico,SQ,GTQ,1,G,Arabica,Oct-1994,704.01,15.34
227394,227394,Haiti,Central America & Mexico,kg,HTG,1,G,Arabica,Oct-1994,9.0,9.0
227395,227395,Honduras,Central America & Mexico,SQ,HNL,1,G,Arabica,Oct-1994,1287.22,28.04
227396,227396,Jamaica,Central America & Mexico,lb,JMD,60,F,Arabica,Oct-1994,800.0,29.63
227397,227397,Mexico,Central America & Mexico,SQ,MXN,1,P,Arabica,Oct-1994,575.0,12.53
